NOC,Sport,Medal_Increase_With_Coach
ARG,Shooting,11.136781454144375
ARG,Swimming,10.699721908647792
ARG,Table Tennis,11.355311226892665
ARG,Tennis,9.82560281765463
ARG,Weightlifting,11.573840999640955
ARG,Wrestling,11.792370772389246
ARU,Athletics,11.573840999640955
ARU,Cycling,11.573840999640957
ARU,Sailing,11.792370772389246
ASA,Boxing,11.573840999640955
ASA,Weightlifting,11.792370772389246
AUS,Archery,10.699721908647792
AUS,Athletics,2.832650089709328
AUS,Badminton,11.136781454144375
AUS,Basketball,9.38854327215805
AUS,Boxing,10.699721908647792
AUS,Canoeing,7.640305090171724
AUS,Cycling,7.858834862920015
AUS,Diving,10.262662363151211
AUS,Equestrianism,10.04413259040292
AUS,Fencing,11.573840999640955
AUS,Football,7.858834862920015
AUS,Gymnastics,2.6141203169610385
AUS,Hockey,5.017947817192236
AUS,Judo,11.573840999640955
AUS,Modern Pentathlon,10.699721908647792
AUS,Rowing,5.892066908185399
AUS,Sailing,9.170013499409759
AUS,Shooting,9.82560281765463
AUS,Synchronized Swimming,11.136781454144375
AUS,Table Tennis,11.355311226892665
AUS,Tennis,9.82560281765463
AUS,Water Polo,9.170013499409759
AUS,Weightlifting,11.136781454144375
AUS,Wrestling,11.573840999640955
AUT,Athletics,7.640305090171724
AUT,Badminton,11.136781454144375
AUT,Canoeing,11.136781454144375
AUT,Cycling,10.918251681396082
AUT,Diving,11.573840999640955
AUT,Equestrianism,10.04413259040292
AUT,Fencing,10.262662363151211
AUT,Handball,8.951483726661468
AUT,Judo,10.699721908647792
AUT,Rowing,9.38854327215805
AUT,Sailing,9.170013499409759
AUT,Shooting,10.04413259040292
AUT,Swimming,10.918251681396082
AUT,Synchronized Swimming,11.136781454144375
AUT,Table Tennis,11.355311226892665
AUT,Tennis,10.481192135899501
AUT,Wrestling,11.573840999640955
BAH,Athletics,10.04413259040292
BAH,Sailing,11.573840999640955
BAH,Swimming,11.136781454144375
BAH,Tennis,11.355311226892665
BAN,Athletics,10.481192135899501
BAN,Shooting,11.792370772389246
BAN,Swimming,11.792370772389246
BAR,Athletics,9.38854327215805
BAR,Boxing,11.573840999640955
BAR,Cycling,11.573840999640955
BAR,Sailing,10.918251681396082
BAR,Shooting,11.792370772389246
BEL,Archery,11.792370772389246
BEL,Athletics,10.262662363151211
BEL,Badminton,11.792370772389246
BEL,Boxing,11.792370772389246
BEL,Canoeing,11.136781454144375
BEL,Cycling,10.04413259040292
BEL,Diving,11.792370772389246
BEL,Equestrianism,8.514424181164886
BEL,Gymnastics,10.918251681396082
BEL,Judo,10.04413259040292
BEL,Rhythmic Gymnastics,11.792370772389246
BEL,Rowing,10.04413259040292
BEL,Sailing,10.918251681396082
BEL,Shooting,10.918251681396082
BEL,Swimming,6.984715771926853
BEL,Table Tennis,11.355311226892665
BEL,Tennis,11.792370772389246
BEL,Wrestling,11.792370772389246
BEN,Athletics,10.918251681396082
BEN,Cycling,11.573840999640957
BER,Athletics,10.918251681396082
BER,Equestrianism,11.355311226892665
BER,Sailing,10.481192135899501
BER,Swimming,8.951483726661468
BHU,Archery,9.38854327215805
BIH,Athletics,11.136781454144375
BIH,Canoeing,11.792370772389246
BIH,Judo,11.792370772389246
BIH,Shooting,11.573840999640957
BIH,Swimming,11.136781454144375
BIH,Weightlifting,11.792370772389246
BIZ,Athletics,9.82560281765463
BIZ,Cycling,10.262662363151211
BOL,Athletics,10.04413259040292
BOL,Cycling,11.573840999640955
BOL,Judo,11.573840999640955
BOL,Shooting,11.792370772389246
BOL,Swimming,10.699721908647792
BOL,Weightlifting,11.792370772389246
BOT,Athletics,10.918251681396082
BOT,Boxing,11.792370772389246
BRA,Archery,11.573840999640955
BRA,Athletics,5.236477589940527
BRA,Basketball,6.766185999178561
BRA,Boxing,11.136781454144375
BRA,Canoeing,10.04413259040292
BRA,Cycling,10.04413259040292
BRA,Diving,11.792370772389246
BRA,Equestrianism,9.82560281765463
BRA,Fencing,11.136781454144375
BRA,Gymnastics,9.38854327215805
BRA,Handball,8.951483726661468
BRA,Judo,8.951483726661468
BRA,Rhythmic Gymnastics,11.792370772389246
BRA,Rowing,10.262662363151211
BRA,Sailing,8.295894408416595
BRA,Shooting,11.136781454144375
BRA,Swimming,6.984715771926853
BRA,Synchronized Swimming,10.918251681396082
BRA,Table Tennis,10.262662363151211
BRA,Tennis,10.481192135899501
BRA,Volleyball,6.766185999178561
BRA,Weightlifting,11.792370772389246
BRA,Wrestling,11.792370772389246
BRN,Athletics,10.262662363151211
BRN,Cycling,10.481192135899501
BUL,Archery,11.792370772389246
BUL,Athletics,6.984715771926853
BUL,Badminton,9.60707304490634
BUL,Boxing,10.481192135899501
BUL,Canoeing,8.077364635668305
BUL,Cycling,11.792370772389246
BUL,Diving,11.792370772389246
BUL,Equestrianism,11.792370772389246
BUL,Judo,10.918251681396082
BUL,Modern Pentathlon,11.573840999640955
BUL,Rhythmic Gymnastics,11.573840999640955
BUL,Rowing,8.077364635668305
BUL,Shooting,8.295894408416595
BUL,Swimming,9.60707304490634
BUL,Table Tennis,11.792370772389246
BUL,Tennis,11.355311226892665
BUL,Weightlifting,9.82560281765463
BUL,Wrestling,7.640305090171724
BUR,Athletics,11.355311226892665
BUR,Judo,11.792370772389246
CAF,Athletics,9.60707304490634
CAF,Cycling,10.481192135899501
CAF,Judo,11.355311226892665
CAN,Archery,10.699721908647792
CAN,Badminton,9.60707304490634
CAN,Boxing,9.82560281765463
CAN,Canoeing,6.11059668093369
CAN,Cycling,8.514424181164886
CAN,Diving,10.262662363151211
CAN,Equestrianism,7.203245544675142
CAN,Fencing,6.766185999178561
CAN,Hockey,8.732953953913176
CAN,Judo,9.38854327215805
CAN,Modern Pentathlon,11.573840999640955
CAN,Rhythmic Gymnastics,11.573840999640955
CAN,Rowing,4.799418044443945
CAN,Sailing,8.514424181164886
CAN,Shooting,8.514424181164886
CAN,Synchronized Swimming,10.918251681396082
CAN,Table Tennis,11.573840999640955
CAN,Tennis,10.481192135899501
CAN,Volleyball,9.38854327215805
CAN,Weightlifting,11.573840999640955
CAN,Wrestling,9.170013499409759
CAY,Athletics,11.573840999640955
CAY,Cycling,10.262662363151211
CAY,Sailing,11.355311226892665
CGO,Athletics,10.04413259040292
CGO,Swimming,11.792370772389246
CHA,Athletics,10.918251681396082
CHA,Judo,11.573840999640957
CHI,Athletics,11.355311226892665
CHI,Boxing,11.792370772389246
CHI,Cycling,11.573840999640955
CHI,Sailing,11.792370772389246
CHI,Shooting,11.573840999640955
CHI,Table Tennis,10.918251681396082
CHI,Tennis,11.792370772389246
CHN,Archery,9.38854327215805
CHN,Athletics,3.7067691807024925
CHN,Badminton,9.170013499409759
CHN,Basketball,6.984715771926853
CHN,Boxing,11.136781454144375
CHN,Canoeing,10.699721908647792
CHN,Cycling,9.82560281765463
CHN,Diving,10.262662363151211
CHN,Fencing,6.766185999178561
CHN,Judo,9.82560281765463
CHN,Modern Pentathlon,11.792370772389246
CHN,Rhythmic Gymnastics,11.573840999640955
CHN,Rowing,4.799418044443945
CHN,Sailing,11.355311226892665
CHN,Shooting,6.32912645368198
CHN,Swimming,2.832650089709328
CHN,Synchronized Swimming,10.918251681396082
CHN,Table Tennis,8.951483726661468
CHN,Tennis,10.699721908647792
CHN,Volleyball,9.38854327215805
CHN,Weightlifting,9.82560281765463
CHN,Wrestling,10.262662363151211
CIV,Athletics,8.951483726661468
CIV,Canoeing,11.573840999640955
CIV,Judo,11.573840999640955
CMR,Athletics,9.60707304490634
CMR,Weightlifting,11.792370772389246
COD,Athletics,10.04413259040292
COD,Boxing,11.792370772389246
COD,Cycling,11.355311226892665
COD,Judo,10.699721908647792
COK,Athletics,11.792370772389246
COK,Weightlifting,11.792370772389246
COL,Archery,11.792370772389246
COL,Athletics,10.699721908647792
COL,Boxing,11.355311226892665
COL,Cycling,9.60707304490634
COL,Equestrianism,10.699721908647792
COL,Fencing,11.573840999640955
COL,Football,7.858834862920015
COL,Shooting,11.136781454144375
COL,Swimming,11.136781454144375
COL,Weightlifting,11.136781454144375
COL,Wrestling,11.792370772389246
CRC,Archery,11.792370772389246
CRC,Athletics,9.60707304490634
CRC,Canoeing,11.136781454144375
CRC,Fencing,11.792370772389246
CRC,Shooting,11.792370772389246
CRC,Swimming,11.573840999640955
CRO,Athletics,11.573840999640957
CRO,Basketball,9.38854327215805
CRO,Boxing,11.792370772389246
CRO,Canoeing,10.918251681396082
CRO,Equestrianism,11.792370772389246
CRO,Rowing,10.481192135899501
CRO,Sailing,11.355311226892665
CRO,Shooting,10.481192135899501
CRO,Table Tennis,11.355311226892665
CRO,Tennis,11.136781454144375
CRO,Wrestling,11.792370772389246
CUB,Athletics,3.7067691807024925
CUB,Baseball,7.640305090171723
CUB,Basketball,9.38854327215805
CUB,Boxing,9.38854327215805
CUB,Canoeing,10.04413259040292
CUB,Cycling,10.918251681396082
CUB,Fencing,10.262662363151211
CUB,Judo,9.38854327215805
CUB,Rowing,11.355311226892665
CUB,Shooting,10.481192135899501
CUB,Swimming,11.136781454144375
CUB,Table Tennis,10.262662363151211
CUB,Volleyball,7.203245544675142
CUB,Water Polo,9.170013499409759
CUB,Weightlifting,10.262662363151211
CUB,Wrestling,8.732953953913176
CYP,Archery,11.792370772389246
CYP,Athletics,10.699721908647792
CYP,Judo,11.573840999640955
CYP,Rhythmic Gymnastics,11.573840999640957
CYP,Sailing,11.573840999640955
CYP,Shooting,11.573840999640955
CYP,Swimming,11.355311226892665
CYP,Wrestling,11.792370772389246
DEN,Archery,10.699721908647792
DEN,Athletics,11.355311226892665
DEN,Badminton,9.38854327215805
DEN,Boxing,11.136781454144375
DEN,Canoeing,9.82560281765463
DEN,Cycling,9.38854327215805
DEN,Equestrianism,9.60707304490634
DEN,Football,8.514424181164886
DEN,Rowing,9.170013499409759
DEN,Sailing,8.514424181164886
DEN,Shooting,10.481192135899501
DEN,Swimming,5.673537135437107
DEN,Tennis,11.355311226892665
DEN,Weightlifting,11.573840999640955
DJI,Athletics,10.918251681396082
DJI,Judo,11.573840999640957
DJI,Sailing,11.792370772389246
DOM,Baseball,7.640305090171723
DOM,Boxing,10.699721908647792
DOM,Judo,11.136781454144375
DOM,Weightlifting,11.792370772389246
DOM,Wrestling,11.792370772389246
ECU,Athletics,10.481192135899501
ECU,Cycling,11.573840999640955
ECU,Judo,11.792370772389246
ECU,Shooting,11.573840999640955
ECU,Swimming,11.573840999640955
ECU,Table Tennis,11.792370772389246
EGY,Boxing,11.355311226892665
EGY,Equestrianism,11.792370772389246
EGY,Fencing,11.792370772389246
EGY,Football,8.295894408416595
EGY,Handball,8.951483726661468
EGY,Hockey,8.514424181164886
EGY,Judo,11.355311226892665
EGY,Modern Pentathlon,10.699721908647792
EGY,Shooting,10.699721908647792
EGY,Swimming,10.699721908647792
EGY,Table Tennis,11.573840999640955
EGY,Weightlifting,10.918251681396082
EGY,Wrestling,11.355311226892665
ESA,Athletics,11.573840999640955
ESA,Judo,11.792370772389246
ESA,Swimming,11.355311226892665
ESP,Archery,10.481192135899501
ESP,Badminton,11.573840999640954
ESP,Baseball,7.640305090171725
ESP,Basketball,6.984715771926851
ESP,Boxing,10.481192135899501
ESP,Canoeing,6.110596680933688
ESP,Cycling,8.077364635668305
ESP,Diving,11.355311226892665
ESP,Equestrianism,8.295894408416595
ESP,Fencing,6.32912645368198
ESP,Football,8.295894408416595
ESP,Gymnastics,1.0844119077230054
ESP,Handball,5.455007362688817
ESP,Hockey,5.236477589940526
ESP,Judo,9.38854327215805
ESP,Modern Pentathlon,10.699721908647792
ESP,Rhythmic Gymnastics,11.573840999640955
ESP,Rowing,7.203245544675142
ESP,Sailing,8.295894408416595
ESP,Shooting,7.203245544675142
ESP,Swimming,2.6141203169610385
ESP,Synchronized Swimming,10.918251681396082
ESP,Table Tennis,10.481192135899501
ESP,Tennis,10.04413259040292
ESP,Volleyball,6.766185999178562
ESP,Water Polo,9.38854327215805
ESP,Weightlifting,10.699721908647792
ESP,Wrestling,9.82560281765463
EST,Archery,11.792370772389246
EST,Athletics,10.699721908647792
EST,Canoeing,11.573840999640957
EST,Cycling,11.355311226892665
EST,Fencing,11.573840999640957
EST,Judo,11.792370772389246
EST,Modern Pentathlon,11.792370772389246
EST,Rowing,10.481192135899501
EST,Sailing,11.136781454144375
EST,Shooting,11.136781454144375
EST,Swimming,9.82560281765463
EST,Table Tennis,11.792370772389246
EST,Wrestling,11.136781454144375
ETH,Athletics,8.295894408416595
ETH,Cycling,10.481192135899501
EUN,Archery,9.38854327215805
EUN,Badminton,11.573840999640957
EUN,Basketball,6.7661859991785605
EUN,Boxing,9.38854327215805
EUN,Canoeing,6.984715771926853
EUN,Cycling,7.421775317423432
EUN,Diving,10.262662363151211
EUN,Equestrianism,8.732953953913178
EUN,Fencing,5.017947817192235
EUN,Handball,6.547656226430271
EUN,Hockey,8.732953953913178
EUN,Judo,9.170013499409759
EUN,Modern Pentathlon,10.699721908647792
EUN,Rhythmic Gymnastics,11.573840999640957
EUN,Rowing,1.7400012259678768
EUN,Sailing,8.951483726661468
EUN,Shooting,5.892066908185398
EUN,Synchronized Swimming,10.918251681396082
EUN,Table Tennis,9.60707304490634
EUN,Tennis,10.481192135899501
EUN,Volleyball,7.640305090171723
EUN,Water Polo,9.170013499409759
EUN,Weightlifting,9.82560281765463
EUN,Wrestling,7.640305090171723
FIJ,Athletics,9.38854327215805
FIJ,Judo,11.136781454144375
FIJ,Sailing,11.136781454144375
FIJ,Swimming,8.514424181164886
FIN,Archery,10.699721908647792
FIN,Athletics,5.455007362688817
FIN,Badminton,11.573840999640957
FIN,Boxing,11.792370772389246
FIN,Canoeing,11.355311226892665
FIN,Cycling,11.355311226892665
FIN,Equestrianism,11.792370772389246
FIN,Judo,10.481192135899501
FIN,Rhythmic Gymnastics,11.792370772389246
FIN,Rowing,11.355311226892665
FIN,Sailing,10.262662363151211
FIN,Shooting,8.732953953913176
FIN,Swimming,3.7067691807024925
FIN,Synchronized Swimming,11.792370772389246
FIN,Weightlifting,11.136781454144375
FIN,Wrestling,10.481192135899501
FRA,Archery,9.38854327215805
FRA,Badminton,10.699721908647792
FRA,Boxing,10.918251681396082
FRA,Canoeing,4.143828726199073
FRA,Cycling,7.640305090171724
FRA,Diving,11.573840999640955
FRA,Equestrianism,6.766185999178561
FRA,Fencing,5.017947817192236
FRA,Handball,8.514424181164886
FRA,Judo,8.951483726661468
FRA,Modern Pentathlon,10.699721908647792
FRA,Rhythmic Gymnastics,11.573840999640955
FRA,Rowing,6.54765622643027
FRA,Sailing,8.295894408416595
FRA,Shooting,6.766185999178561
FRA,Synchronized Swimming,10.918251681396082
FRA,Table Tennis,10.04413259040292
FRA,Tennis,9.82560281765463
FRA,Volleyball,9.38854327215805
FRA,Water Polo,9.170013499409759
FRA,Weightlifting,10.699721908647792
FRA,Wrestling,10.04413259040292
GAB,Athletics,11.573840999640955
GAB,Boxing,11.792370772389246
GAB,Judo,11.573840999640957
GAM,Athletics,10.262662363151211
GBR,Archery,9.38854327215805
GBR,Badminton,9.38854327215805
GBR,Boxing,9.82560281765463
GBR,Canoeing,6.11059668093369
GBR,Cycling,8.295894408416595
GBR,Diving,10.918251681396082
GBR,Equestrianism,6.766185999178561
GBR,Fencing,6.766185999178561
GBR,Hockey,5.236477589940527
GBR,Judo,8.951483726661468
GBR,Modern Pentathlon,10.699721908647792
GBR,Rhythmic Gymnastics,11.573840999640955
GBR,Rowing,1.9585309987161672
GBR,Sailing,8.295894408416595
GBR,Shooting,10.262662363151211
GBR,Synchronized Swimming,10.918251681396082
GBR,Table Tennis,10.262662363151211
GBR,Tennis,10.04413259040292
GBR,Weightlifting,10.699721908647792
GBR,Wrestling,11.792370772389246
GEQ,Athletics,10.262662363151211
GER,Archery,9.38854327215805
GER,Badminton,10.481192135899501
GER,Basketball,9.38854327215805
GER,Boxing,9.38854327215805
GER,Canoeing,4.143828726199073
GER,Cycling,7.421775317423432
GER,Diving,10.262662363151211
GER,Equestrianism,6.766185999178561
GER,Fencing,5.017947817192236
GER,Handball,5.017947817192236
GER,Hockey,5.017947817192236
GER,Judo,9.170013499409759
GER,Modern Pentathlon,10.699721908647792
GER,Rhythmic Gymnastics,11.792370772389246
GER,Rowing,0.42882258947813234
GER,Sailing,8.732953953913176
GER,Shooting,6.32912645368198
GER,Synchronized Swimming,11.136781454144375
GER,Table Tennis,10.262662363151211
GER,Tennis,9.82560281765463
GER,Water Polo,9.38854327215805
GER,Weightlifting,9.82560281765463
GER,Wrestling,8.295894408416595
GHA,Athletics,9.170013499409759
GHA,Boxing,11.136781454144375
GHA,Football,7.640305090171724
GHA,Table Tennis,11.136781454144375
GRE,Athletics,9.60707304490634
GRE,Boxing,11.792370772389246
GRE,Cycling,11.573840999640955
GRE,Diving,11.792370772389246
GRE,Fencing,11.792370772389246
GRE,Judo,11.573840999640957
GRE,Modern Pentathlon,11.792370772389246
GRE,Rhythmic Gymnastics,11.573840999640955
GRE,Rowing,11.573840999640955
GRE,Sailing,10.04413259040292
GRE,Shooting,10.699721908647792
GRE,Swimming,11.355311226892665
GRE,Synchronized Swimming,11.792370772389246
GRE,Tennis,10.918251681396082
GRE,Water Polo,9.170013499409759
GRE,Weightlifting,10.918251681396082
GRE,Wrestling,9.60707304490634
GRN,Athletics,10.918251681396082
GUA,Boxing,11.573840999640955
GUA,Gymnastics,10.918251681396082
GUA,Modern Pentathlon,11.792370772389246
GUA,Shooting,11.355311226892665
GUA,Swimming,5.892066908185399
GUA,Weightlifting,11.792370772389246
GUA,Wrestling,11.792370772389246
GUI,Athletics,10.262662363151211
GUI,Judo,11.355311226892665
GUM,Archery,11.792370772389246
GUM,Athletics,11.573840999640955
GUM,Cycling,8.951483726661468
GUM,Judo,11.573840999640955
GUM,Sailing,11.573840999640955
GUM,Swimming,7.203245544675142
GUM,Weightlifting,11.792370772389246
GUM,Wrestling,11.792370772389246
GUY,Athletics,11.355311226892665
GUY,Boxing,11.573840999640955
GUY,Cycling,11.573840999640955
HAI,Athletics,11.355311226892665
HAI,Judo,10.918251681396082
HKG,Archery,11.792370772389246
HKG,Athletics,11.355311226892665
HKG,Badminton,10.918251681396082
HKG,Canoeing,11.136781454144375
HKG,Fencing,11.355311226892665
HKG,Judo,11.136781454144375
HKG,Rowing,11.355311226892665
HKG,Sailing,11.136781454144375
HKG,Shooting,11.792370772389246
HKG,Swimming,5.017947817192236
HKG,Table Tennis,10.699721908647792
HON,Athletics,10.918251681396082
HON,Fencing,11.792370772389246
HON,Swimming,7.640305090171724
HON,Weightlifting,11.792370772389246
HUN,Archery,10.699721908647792
HUN,Athletics,6.11059668093369
HUN,Badminton,10.918251681396082
HUN,Boxing,10.262662363151211
HUN,Canoeing,6.984715771926853
HUN,Cycling,11.136781454144375
HUN,Diving,11.355311226892665
HUN,Equestrianism,10.04413259040292
HUN,Fencing,5.017947817192236
HUN,Handball,8.732953953913176
HUN,Judo,9.38854327215805
HUN,Modern Pentathlon,10.699721908647792
HUN,Rhythmic Gymnastics,11.573840999640955
HUN,Rowing,10.262662363151211
HUN,Sailing,10.262662363151211
HUN,Shooting,6.32912645368198
HUN,Swimming,5.236477589940527
HUN,Table Tennis,11.792370772389246
HUN,Tennis,11.792370772389246
HUN,Water Polo,9.170013499409759
HUN,Weightlifting,9.82560281765463
HUN,Wrestling,8.295894408416595
INA,Archery,10.481192135899501
INA,Badminton,9.170013499409759
INA,Boxing,11.573840999640955
INA,Canoeing,10.699721908647792
INA,Cycling,11.573840999640955
INA,Fencing,11.573840999640955
INA,Judo,11.136781454144375
INA,Table Tennis,10.918251681396082
INA,Tennis,10.699721908647792
INA,Weightlifting,11.136781454144375
IND,Archery,10.699721908647792
IND,Athletics,11.573840999640955
IND,Badminton,10.918251681396082
IND,Boxing,10.918251681396082
IND,Hockey,8.732953953913176
IND,Judo,10.918251681396082
IND,Sailing,11.573840999640955
IND,Shooting,11.355311226892665
IND,Table Tennis,10.918251681396082
IND,Tennis,11.136781454144375
IND,Weightlifting,11.355311226892665
IND,Wrestling,10.699721908647792
IOA,Athletics,10.04413259040292
IOA,Canoeing,10.481192135899501
IOA,Cycling,10.262662363151211
IOA,Fencing,11.792370772389246
IOA,Judo,11.136781454144375
IOA,Rhythmic Gymnastics,11.573840999640957
IOA,Rowing,11.573840999640957
IOA,Shooting,9.170013499409759
IOA,Swimming,10.262662363151211
IOA,Synchronized Swimming,10.918251681396082
IOA,Table Tennis,10.481192135899501
IOA,Tennis,11.792370772389246
IOA,Wrestling,10.04413259040292
IRI,Athletics,11.355311226892665
IRI,Boxing,10.918251681396082
IRI,Cycling,8.951483726661468
IRI,Table Tennis,11.792370772389246
IRI,Weightlifting,10.918251681396082
IRI,Wrestling,8.514424181164886
IRL,Archery,11.792370772389246
IRL,Athletics,7.640305090171724
IRL,Boxing,10.699721908647792
IRL,Canoeing,10.262662363151211
IRL,Cycling,10.481192135899501
IRL,Equestrianism,8.295894408416595
IRL,Fencing,11.792370772389246
IRL,Judo,11.573840999640955
IRL,Rowing,11.792370772389246
IRL,Sailing,10.918251681396082
IRL,Swimming,10.699721908647792
IRL,Tennis,11.355311226892665
IRQ,Boxing,11.573840999640955
IRQ,Shooting,11.792370772389246
IRQ,Weightlifting,10.918251681396082
ISL,Athletics,11.136781454144375
ISL,Badminton,10.918251681396082
ISL,Handball,8.951483726661468
ISL,Judo,11.355311226892665
ISL,Shooting,11.792370772389246
ISL,Swimming,11.136781454144375
ISR,Athletics,11.136781454144375
ISR,Fencing,11.792370772389246
ISR,Gymnastics,10.481192135899501
ISR,Judo,11.136781454144375
ISR,Sailing,10.918251681396082
ISR,Shooting,10.918251681396082
ISR,Swimming,9.82560281765463
ISR,Tennis,11.792370772389246
ISR,Weightlifting,11.355311226892665
ISR,Wrestling,11.136781454144375
ISV,Athletics,8.951483726661468
ISV,Boxing,11.573840999640955
ISV,Cycling,11.792370772389246
ISV,Equestrianism,11.792370772389246
ISV,Sailing,10.481192135899501
ISV,Shooting,11.792370772389246
ISV,Swimming,10.262662363151211
ITA,Archery,10.481192135899501
ITA,Athletics,2.395590544212748
ITA,Baseball,7.640305090171723
ITA,Basketball,9.38854327215805
ITA,Boxing,10.918251681396082
ITA,Canoeing,7.858834862920015
ITA,Cycling,7.640305090171724
ITA,Diving,10.918251681396082
ITA,Equestrianism,6.766185999178561
ITA,Fencing,5.017947817192236
ITA,Football,8.514424181164886
ITA,Judo,10.04413259040292
ITA,Modern Pentathlon,10.699721908647792
ITA,Rhythmic Gymnastics,11.573840999640955
ITA,Rowing,7.421775317423432
ITA,Sailing,8.951483726661468
ITA,Shooting,8.514424181164886
ITA,Swimming,0.2102928167298419
ITA,Synchronized Swimming,11.136781454144375
ITA,Table Tennis,11.792370772389246
ITA,Tennis,9.82560281765463
ITA,Volleyball,9.38854327215805
ITA,Water Polo,9.38854327215805
ITA,Weightlifting,11.355311226892665
ITA,Wrestling,10.918251681396082
IVB,Athletics,11.792370772389246
IVB,Sailing,11.355311226892665
JAM,Athletics,2.832650089709328
JAM,Boxing,11.573840999640955
JAM,Cycling,11.136781454144375
JAM,Sailing,11.573840999640955
JAM,Table Tennis,11.792370772389246
JOR,Athletics,11.355311226892665
JOR,Shooting,11.792370772389246
JOR,Table Tennis,11.792370772389246
JPN,Archery,9.38854327215805
JPN,Athletics,3.925298953450782
JPN,Badminton,8.951483726661468
JPN,Baseball,7.640305090171723
JPN,Boxing,11.136781454144375
JPN,Canoeing,10.262662363151211
JPN,Cycling,8.951483726661468
JPN,Diving,10.699721908647792
JPN,Equestrianism,8.295894408416595
JPN,Fencing,10.699721908647792
JPN,Judo,8.951483726661468
JPN,Modern Pentathlon,11.792370772389246
JPN,Rhythmic Gymnastics,11.573840999640955
JPN,Rowing,9.170013499409759
JPN,Sailing,10.481192135899501
JPN,Shooting,7.858834862920015
JPN,Synchronized Swimming,10.918251681396082
JPN,Table Tennis,8.951483726661468
JPN,Tennis,10.699721908647792
JPN,Volleyball,6.766185999178561
JPN,Weightlifting,9.82560281765463
JPN,Wrestling,8.514424181164886
KEN,Athletics,2.6141203169610385
KEN,Boxing,10.918251681396082
KEN,Judo,11.355311226892665
KEN,Shooting,11.355311226892665
KEN,Weightlifting,11.792370772389246
KOR,Archery,9.38854327215805
KOR,Athletics,9.60707304490634
KOR,Badminton,9.38854327215805
KOR,Boxing,9.60707304490634
KOR,Canoeing,9.38854327215805
KOR,Cycling,10.918251681396082
KOR,Equestrianism,10.04413259040292
KOR,Fencing,6.766185999178561
KOR,Football,8.951483726661468
KOR,Handball,5.892066908185399
KOR,Hockey,8.514424181164886
KOR,Judo,8.951483726661468
KOR,Modern Pentathlon,10.699721908647792
KOR,Rhythmic Gymnastics,11.573840999640955
KOR,Rowing,11.573840999640955
KOR,Sailing,11.355311226892665
KOR,Shooting,8.295894408416595
KOR,Swimming,10.262662363151211
KOR,Table Tennis,8.951483726661468
KOR,Tennis,10.699721908647792
KOR,Volleyball,9.38854327215805
KOR,Weightlifting,9.82560281765463
KOR,Wrestling,8.514424181164886
KSA,Athletics,11.355311226892665
KSA,Cycling,10.699721908647792
KSA,Fencing,11.792370772389246
KSA,Swimming,10.699721908647792
KSA,Table Tennis,11.792370772389246
KUW,Athletics,11.136781454144375
KUW,Fencing,11.792370772389246
KUW,Football,7.858834862920015
KUW,Judo,11.573840999640955
KUW,Shooting,11.573840999640957
KUW,Swimming,10.262662363151211
KUW,Weightlifting,11.792370772389246
LAO,Athletics,10.699721908647792
LAO,Boxing,11.792370772389246
LAT,Athletics,10.481192135899501
LAT,Boxing,11.792370772389246
LAT,Canoeing,11.355311226892665
LAT,Cycling,10.699721908647792
LAT,Judo,11.573840999640957
LAT,Modern Pentathlon,10.699721908647792
LAT,Rowing,11.355311226892665
LAT,Sailing,11.573840999640955
LAT,Shooting,11.573840999640955
LAT,Swimming,11.792370772389246
LAT,Tennis,11.136781454144375
LAT,Weightlifting,11.573840999640955
LAT,Wrestling,11.792370772389246
LBA,Athletics,11.792370772389246
LBA,Judo,11.573840999640957
LBA,Table Tennis,11.792370772389246
LBA,Weightlifting,11.792370772389246
LES,Athletics,10.262662363151211
LIB,Athletics,11.573840999640955
LIB,Cycling,11.573840999640955
LIB,Fencing,11.136781454144375
LIB,Judo,11.136781454144375
LIB,Rowing,11.792370772389246
LIB,Swimming,11.136781454144375
LIB,Weightlifting,11.792370772389246
LIE,Athletics,11.573840999640955
LIE,Cycling,11.355311226892665
LIE,Judo,11.573840999640955
LIE,Shooting,11.792370772389246
LTU,Athletics,10.262662363151211
LTU,Basketball,9.38854327215805
LTU,Boxing,11.136781454144375
LTU,Canoeing,11.573840999640957
LTU,Cycling,10.699721908647792
LTU,Judo,11.792370772389246
LTU,Modern Pentathlon,10.699721908647792
LTU,Rowing,10.262662363151211
LTU,Sailing,11.573840999640957
LTU,Swimming,11.136781454144375
LTU,Wrestling,11.792370772389246
LUX,Archery,11.792370772389246
LUX,Judo,11.792370772389246
LUX,Shooting,11.355311226892665
LUX,Swimming,11.355311226892665
MAD,Athletics,10.699721908647792
MAD,Boxing,11.573840999640955
MAD,Judo,11.573840999640955
MAD,Swimming,11.573840999640955
MAD,Tennis,11.136781454144375
MAD,Weightlifting,11.792370772389246
MAR,Athletics,8.951483726661468
MAR,Boxing,10.481192135899501
MAR,Football,8.514424181164886
MAR,Table Tennis,11.792370772389246
MAR,Tennis,11.573840999640957
MAR,Weightlifting,11.792370772389246
MAR,Wrestling,11.136781454144375
MAS,Athletics,11.792370772389246
MAS,Badminton,10.699721908647792
MAS,Cycling,11.355311226892665
MAS,Hockey,8.514424181164886
MAS,Shooting,11.792370772389246
MAS,Swimming,11.355311226892665
MAW,Athletics,11.136781454144375
